"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"692",208.6406788419,2.38606620781711,0.605330937285733,3.94175493246072,8.08876004916156e-05,0.00670641169717023
"13347",2806.71220975632,-1.11497785268509,0.282989991491594,-3.93999041029056,8.14848663349434e-05,0.00672718251814569
"11760",43.5836230481089,-2.37973101864192,0.604835176211266,-3.93451160289443,8.33660416865577e-05,0.00682281716500586
"11882",901.369758163683,-0.530342810851798,0.134832196929867,-3.93335436882079,8.37685993633792e-05,0.00682281716500586
"4682",16.5491821926917,2.62314095371332,0.667062568354579,3.93237617901981,8.41103063458693e-05,0.00682281716500586
"4730",104.500174120317,4.13126106996521,1.05059656407815,3.93230019135862,8.41369058640661e-05,0.00682281716500586
"20466",2246.1971513764,-0.310794384598011,0.0790514597788682,-3.93154516649535,8.44016349467248e-05,0.00682281716500586
"12082",78.6804955486304,2.3329806933146,0.594735547001353,3.92271944241007,8.75550856505534e-05,0.00704836604442484
"14582",18.6302897300106,-2.13728131877901,0.546079647817953,-3.91386371442196,9.08309142996768e-05,0.00728186185259517
"6535",291.119978122834,-2.43274413570674,0.62203270886772,-3.91095854128802,9.19305528421775e-05,0.00733968994111558
